id,open,close,high,low,volume,time
113,1.21729,1.21496,1.21851,1.21374,7530,1763986139
112,1.21496,1.21393,1.21617,1.21272,16879,1763986439
111,1.21393,1.21259,1.21515,1.21138,8949,1763986739
110,1.21259,1.21105,1.2138,1.20984,17139,1763987039
109,1.21105,1.21012,1.21226,1.20891,5095,1763987339
108,1.21012,1.20951,1.21133,1.2083,13455,1763987639
107,1.20951,1.2085,1.21072,1.20729,9385,1763987939
106,1.2085,1.20619,1.20971,1.20499,13785,1763988239
105,1.20619,1.20493,1.2074,1.20372,11435,1763988539
104,1.20493,1.20275,1.20613,1.20154,13408,1763988839
103,1.20275,1.20092,1.20395,1.19972,12535,1763989139
102,1.20092,1.20013,1.20212,1.19893,8128,1763989439
101,1.20013,1.19813,1.20133,1.19693,6821,1763989739
100,1.19813,1.19647,1.19933,1.19527,8796,1763990039
99,1.19647,1.19542,1.19767,1.19422,8237,1763990339
98,1.19542,1.19397,1.19661,1.19278,18544,1763990639
97,1.19397,1.19172,1.19516,1.19053,9734,1763990939
96,1.19172,1.19023,1.19291,1.18904,12830,1763991239
95,1.19023,1.18865,1.19142,1.18747,8492,1763991539
94,1.18865,1.18663,1.18984,1.18544,17926,1763991839
93,1.18663,1.18426,1.18782,1.18308,12960,1763992139
92,1.18426,1.18313,1.18544,1.18195,17277,1763992439
91,1.18313,1.18132,1.18431,1.18014,10739,1763992739
90,1.18132,1.18023,1.18251,1.17905,13591,1763993039
89,1.18023,1.17884,1.18141,1.17766,9519,1763993339
88,1.17884,1.17653,1.18002,1.17535,13510,1763993639
87,1.17653,1.17525,1.17771,1.17408,13518,1763993939
86,1.17525,1.17426,1.17643,1.17309,16347,1763994239
85,1.17426,1.17336,1.17544,1.17218,9446,1763994539
84,1.17336,1.1724,1.17453,1.17123,10241,1763994839
83,1.1724,1.17109,1.17357,1.16992,12671,1763995139
82,1.17109,1.17043,1.17226,1.16926,8598,1763995439
81,1.17043,1.16829,1.1716,1.16712,5654,1763995739
80,1.16829,1.16729,1.16945,1.16612,19406,1763996039
79,1.16729,1.16643,1.16846,1.16526,13605,1763996339
78,1.16643,1.16554,1.16759,1.16437,7258,1763996639
77,1.16554,1.16393,1.1667,1.16276,14874,1763996939
76,1.16393,1.16206,1.16509,1.1609,12332,1763997239
75,1.16206,1.1602,1.16322,1.15904,16536,1763997539
74,1.1602,1.15838,1.16136,1.15722,13386,1763997839
73,1.15838,1.15774,1.15954,1.15658,6632,1763998139
72,1.15774,1.15602,1.15889,1.15487,13887,1763998439
71,1.15602,1.15432,1.15718,1.15317,6366,1763998739
70,1.15432,1.15361,1.15548,1.15246,11413,1763999039
69,1.15361,1.15221,1.15477,1.15105,10741,1763999339
68,1.15221,1.14996,1.15336,1.14881,12776,1763999639
67,1.14996,1.14873,1.15111,1.14758,11126,1763999939
66,1.14873,1.14785,1.14988,1.1467,9531,1764000239
65,1.14785,1.1467,1.14899,1.14555,12194,1764000539
64,1.1467,1.14478,1.14785,1.14364,6592,1764000839
63,1.14478,1.14412,1.14593,1.14298,19760,1764001139
62,1.14412,1.14215,1.14526,1.14101,15235,1764001439
61,1.14215,1.14068,1.14329,1.13954,15961,1764001739
60,1.14068,1.13905,1.14182,1.13791,16645,1764002039
59,1.13905,1.13779,1.14019,1.13665,17052,1764002339
58,1.13779,1.13607,1.13893,1.13494,19535,1764002639
57,1.13607,1.1348,1.13721,1.13366,11739,1764002939
56,1.1348,1.13365,1.13593,1.13251,11663,1764003239
55,1.13365,1.1317,1.13478,1.13057,9785,1764003539
54,1.1317,1.13023,1.13283,1.1291,7864,1764003839
53,1.13023,1.12875,1.13136,1.12762,7927,1764004139
52,1.12875,1.1268,1.12988,1.12567,5145,1764004439
51,1.1268,1.12463,1.12792,1.12351,18482,1764004739
50,1.12463,1.12267,1.12576,1.12155,11371,1764005039
49,1.12267,1.12061,1.1238,1.11949,9921,1764005339
48,1.12061,1.11983,1.12173,1.11871,15581,1764005639
47,1.11983,1.11822,1.12095,1.1171,6099,1764005939
46,1.11822,1.11678,1.11934,1.11567,18092,1764006239
45,1.11678,1.11573,1.1179,1.11462,6566,1764006539
44,1.11573,1.11409,1.11685,1.11298,19694,1764006839
43,1.11409,1.11214,1.11521,1.11103,12905,1764007139
42,1.11214,1.11063,1.11325,1.10952,13044,1764007439
41,1.11063,1.10912,1.11174,1.10801,17221,1764007739
40,1.10912,1.10751,1.11023,1.1064,10663,1764008039
39,1.10751,1.10548,1.10862,1.10437,6142,1764008339
38,1.10548,1.10332,1.10658,1.10221,16459,1764008639
37,1.10332,1.10163,1.10442,1.10053,11868,1764008939
36,1.10163,1.10056,1.10273,1.09946,18770,1764009239
35,1.10056,1.09924,1.10166,1.09814,5601,1764009539
34,1.09924,1.09861,1.10034,1.09751,14093,1764009839
33,1.09861,1.09747,1.09971,1.09637,5846,1764010139
32,1.09747,1.09568,1.09856,1.09458,16016,1764010439
31,1.09568,1.09352,1.09677,1.09243,7739,1764010739
30,1.09352,1.09191,1.09462,1.09081,14254,1764011039
29,1.09191,1.0911,1.093,1.09001,9492,1764011339
28,1.0911,1.09014,1.09219,1.08905,19702,1764011639
27,1.09014,1.08865,1.09123,1.08756,9528,1764011939
26,1.08865,1.08742,1.08974,1.08633,9183,1764012239
25,1.08742,1.08646,1.08851,1.08537,16113,1764012539
24,1.08646,1.08438,1.08754,1.0833,9506,1764012839
23,1.08438,1.08285,1.08546,1.08177,18405,1764013139
22,1.08285,1.0808,1.08394,1.07972,10596,1764013439
21,1.0808,1.07935,1.08188,1.07827,9341,1764013739
20,1.07935,1.07724,1.08043,1.07616,16017,1764014039
19,1.07724,1.07622,1.07832,1.07515,8205,1764014339
18,1.07622,1.07476,1.0773,1.07369,9890,1764014639
17,1.07476,1.07344,1.07583,1.07237,10178,1764014939
16,1.07344,1.07211,1.07452,1.07103,18565,1764015239
15,1.07211,1.07144,1.07318,1.07037,12231,1764015539
14,1.07144,1.07043,1.07251,1.06936,17203,1764015839
13,1.07043,1.06975,1.0715,1.06868,8619,1764016139
12,1.06975,1.06865,1.07082,1.06758,10690,1764016439
11,1.06865,1.0676,1.06972,1.06653,9276,1764016739
10,1.0676,1.06675,1.06867,1.06568,16666,1764017039
9,1.06675,1.06527,1.06781,1.0642,10923,1764017339
8,1.06527,1.06326,1.06633,1.0622,14445,1764017639
7,1.06326,1.06238,1.06433,1.06132,16229,1764017939
6,1.06238,1.06162,1.06344,1.06055,9662,1764018239
5,1.06162,1.06049,1.06268,1.05943,5210,1764018539
4,1.06049,1.05905,1.06155,1.05799,11597,1764018839
3,1.05905,1.05729,1.06011,1.05623,9894,1764019139
2,1.05729,1.0552,1.05835,1.05414,10422,1764019439
1,1.0552,1.05414,1.05625,1.05309,9486,1764019739
